country	place	DISEASE_COUNT
United States	Lincoln County, Wisconsin, United States	1
United States	Lincoln Parish, Louisiana 71270, USA	1
United States	Lincoln, Illinois, United States	1
United States	Lindale, Texas, United States	1
United States	Linn County, Iowa, United States	2
United States	Linn County, Missouri, United States	1
United States	Lions Beach, Wisconsin, United States	1
United States	Little Elm, Texas, United States	1
United States	Little Goose Dam, Washington State, United States	1
United States	Livermore, California, United States	2
United States	Livingston County, Michigan, United States	5
United States	Livingston County, Missouri, United States	1
United States	Livingston County, New York, United States	4
United States	Logan County, Colorado, United States	7
United States	Logan County, Illinois, United States	2
United States	Lomie Heard Elementary School, Las Vegas, Nevada, United States	1
United States	Londonderry Senior High School, New Hampshire, United States	1
United States	Londonderry, New Hampshire, United States	1
United States	Long Beach, California, United States	4
United States	Long Island, New York, United States	2
United States	Lorena, Texas, United States	2
United States	Los Angeles County, California, United States	5
United States	Los Angeles, California, United States	17
United States	Loudoun County, Virginia, United States	1
United States	Louisiana, United States	44
United States	Lower Merion Township, Pennsylvania, United States	2
United States	Lowndes County, Georgia, United States	1
United States	Lubbock County, Texas, United States	2
United States	Lubbock, Texas, United States	2
United States	Lucerne, Lucerne, Switzerland	1
United States	Ludlow, Massachusetts, United States	2
United States	Luther Hill Park, Spencer, MA 01562, USA	1
United States	Luzerne County, Pennsylvania, United States	1
United States	Lynchburg, Virginia, United States	1
United States	Lynnfield, Massachusetts, United States	1
United States	Lysander, New York, United States	1
United States	Macomb County, Michigan, United States	1
United States	Macon County, Illinois, United States	1
United States	Macon County, Missouri, United States	1
United States	Macon, Georgia, United States	1
United States	Madison County, Illinois, United States	1
United States	Madison County, Kentucky, United States	1
United States	Madison County, Missouri, United States	2
United States	Madison County, Ohio	2
United States	Madison, Wisconsin, United States	1
United States	Madisonville, Louisiana, United States	1
United States	Maine, United States	15
United States	Malheur County, Oregon, United States	1
United States	Mamaroneck, New York, United States	1
United States	Manalapan, New Jersey, United States	1
United States	Manila, Arkansas, United States	1
United States	Mansfield, Louisiana, United States	1
United States	Marblehead, Massachusetts, United States	1
United States	Margate, Florida, United States	1
United States	Maricopa County, Arizona, United States	3
United States	Marin County, California, United States	5
United States	Marion County, Arkansas, United States	1
United States	Marion County, Florida, United States	9
United States	Marion County, Indiana, United States	3
United States	Marion County, West Virginia, United States	3
United States	Marion, Ohio, United States	1
United States	Marlborough, Massachusetts, United States	1
United States	Marple, Pennsylvania, United States	3
United States	Marquette County, Michigan, United States	1
United States	Marshall County, Indiana, United States	2
United States	Martin County, Florida, United States	1
United States	Martins Ferry, Ohio, United States	1
United States	Martinsville, Illinois, United States	1
United States	Martinsville, Indiana, United States	4
United States	Maryland, United States	59
United States	Mascotte, Florida, United States	1
United States	Mason County, West Virginia, United States	3
United States	Massachusetts, United States	48
United States	Mattapoisett, Massachusetts, United States	1
United States	Maxwell, Iowa, United States	1
United States	Mayfield, New York, United States	1
United States	Mayflower, Arkansas, United States	3
United States	McAllen, TX, USA	2
United States	McClatchy High School, Sacramento, California, United States	1
United States	McClure, Illinois, United States	1
United States	McDowell County, West Virginia, United States	1
United States	McEwen, Tennessee, United States	2
United States	McGregor, Texas, United States	1
United States	McHenry County, Illinois, United States	3
United States	McLean County, Illinois, United States	1
United States	McLennan County, Texas, United States	1
United States	McPherson, Kansas, United States	1
United States	Meadow Bridge, West Virginia, United States	4
United States	Medea Creek Middle School, Oak Park, California, United States	3
United States	Medway, Massachusetts, United States	1
United States	Mendocino County, California, United States	3
United States	Mercer County, New Jersey, United States	1
United States	Mercer County, West Virginia, United States	1
United States	Merkel, Texas, United States	1
United States	Merrillville, Indiana, USA	1
United States	Merrimack, New Hampshire, United States	2
United States	Mesa County, Colorado, United States	1
United States	Miami County, Indiana, United States	1
United States	Miami, Florida, United States	5
United States	Miami-Dade County, Florida, United States	2
United States	Michigan, United States	110
United States	Middleburgh Elementary School, Middleburgh, New York, United States	1
United States	Middlefield Township, Ohio, United States	1
United States	Middlesex County, Massachusetts, United States	2
United States	Middlesex County, New Jersey, United States	2
United States	Middletown, New Jersey, United States	3
United States	Middletown, Rhode Island, United States	2
United States	Midland County, Texas, United States	1
United States	Midland, Texas, United States	2
United States	Milford, Massachusetts, United States	1
United States	Millbury, Massachusetts, United States	1
United States	Millcreek Township, Pennsylvania, United States	2
United States	Miller County, Georgia, United States	1
United States	Milton, Indiana, United States	2
United States	Milwaukee, Wisconsin, United States	1
United States	Mineola, New York, United States	1
United States	Minersville, Pennsylvania, United States	1
United States	Minneapolis, Minnesota, United States	1
United States	Minnehaha County, South Dakota, United States	1
United States	Minnesota Lake, Minnesota, United States	6
United States	Minnesota, United States	80
United States	Minooka, Illinois, United States	1
United States	Mississippi, United States	36
United States	Missoula County, Montana, United States	1
United States	Missouri, United States	26
United States	Mitchell, Indiana, United States	1
United States	Mitchell, South Dakota, United States	1
United States	Mitchellsville, Illinois, United States	1
United States	Mitchellville, Iowa, United States	1
United States	Mobile County, Alabama, United States	1
United States	Mohave County, Arizona, United States	1
United States	Momence, Illinois, United States	1
United States	Monmouth County, New Jersey, United States	1
United States	Monroe County, New York, United States	2
United States	Monroe County, Pennsylvania, United States	1
United States	Monroe County, West Virginia, United States	1
United States	Monroe, Louisiana, United States	1
United States	Monrovia, California, United States	1
United States	Monsey, New York, United States	1
United States	Montana, United States	13
United States	Montcalm County, Michigan, United States	1
United States	Montclair, New Jersey, United States	1
United States	Monterey County, California, United States	2
United States	Montgomery County, Alabama, United States	2
United States	Montgomery County, Pennsylvania, United States	3
United States	Montgomery County, Texas, United States	3
United States	Montrose County, Colorado, United States	1
United States	Montville Township, Ohio, United States	1
United States	Mora County, New Mexico, United States	2
United States	Morgan Ridge, West Virginia, United States	1
United States	Morrilton, Arkansas, United States	1
United States	Morris County, New Jersey, United States	1
United States	Morrison County, Minnesota, United States	1
United States	Morrow County, Ohio, United States	1
United States	Morrow County, Oregon, United States	1
United States	Moss Point, Mississippi, United States	1
United States	Mount Joy, Pennsylvania, United States	1
United States	Mount Pleasant Animal Shelter, Mt Pleasant, Texas, United States	1
United States	Mount Pleasant, South Carolina, United States	2
United States	Mount Vernon, New York, United States	1
United States	Mountain View, Missouri, United States	1
United States	Mt. Washington, KY, USA	1
United States	Murphy Junior High School, Stony Brook, New York, United States	1
United States	Murphysboro, Illinois, United States	1
United States	Murray, Iowa, United States	1
United States	Muskegon County, Michigan, United States	1
United States	Myrtle Grove, North Carolina, United States	1
United States	Mystic, Connecticut, United States	2
United States	Nabnasset Pond, Westford, Massachusetts, United States	2
United States	Nashville, Indiana, United States	1
United States	Nashville, Tennessee, United States	3
United States	Nassau County, New York, United States	2
United States	National Institutes of Health, Bethesda, MD, USA	3
United States	Nebraska, United States	17
United States	Nevada, United States	5
United States	New Albany, Indiana, United States	1
United States	New Bedford, Massachusetts, United States	1
United States	New Berlin, Illinois, United States	1
United States	New Berlin, Pennsylvania, United States	1
United States	New Bern, North Carolina, United States	1
United States	New Brunswick, New Jersey, United States	2
United States	New City, Illinois, United States	1
United States	New City, New York, United States	3
United States	New England	18
United States	New Hampshire, United States	19
United States	New Hanover County, North Carolina, United States	6
United States	New Haven, Connecticut, United States	1
United States	New Jersey, United States	47
United States	New Mexico State University, New Mexico, United States	1
United States	New Mexico, United States	6
United States	New Orleans, Louisiana, United States	2
United States	New Paltz, New York, United States	2
United States	New York City, New York State, United States	11
United States	New York State, United States	31
United States	New York, New York, United States	2
United States	Newark, California, United States	1
United States	Newington, New Hampshire, United States	1
United States	Newport Beach, California, United States	1
United States	Newton, Massachusetts, United States	2
United States	Normal, Illinois, United States	2
United States	North Adams, Massachusetts, United States	1
United States	North Buncombe High School, Weaverville, North Carolina, United States	1
United States	North Carolina, United States	55
United States	North Dakota, United States	8
United States	North Dickinson Elementary School, Carlisle, Pennsylvania, United States	1
United States	North East, Pennsylvania, United States	1
United States	North Elementary School, Londonderry, New Hampshire, United States	1
United States	North Hampton, New Hampshire, United States	2
United States	North Lebanon Township, Pennsylvania, United States	1
United States	North Myrtle Beach, South Carolina, United States	1
United States	North Providence, Rhode Island, United States	1
United States	North Shenango Township, Pennsylvania, United States	2
United States	North Topsail Beach, North Carolina, United States	2
United States	Northampton County, Pennsylvania, United States	1
United States	Northbridge, Massachusetts, United States	1
United States	Northbrook, Illinois, United States	3
United States	Northfield, New Jersey, United States	1
United States	Norton, Massachusetts, United States	2
United States	Norwood, Massachusetts, United States	1
United States	Novato, California, United States	2
United States	Noxubee County, Mississippi, United States	1
United States	Nueces County, Texas, United States	1
United States	Nutter Fort, West Virginia, United States	1
United States	Nyack, New York, United States	1
United States	Oahu Island, Hawaii, United States	1
United States	Oak Grove, Kentucky, United States	1
United States	Oak Grove, Missouri, United States	1
United States	Oakhurst, New Jersey, United States	1
United States	Oakland County, Michigan, United States	2
United States	Ocala, Florida, United States	1
United States	Ocean City, New Jersey, United States	2
United States	Ocean View Park Beach, Norfolk, Virginia, USA	1
United States	Odessa, Missouri, United States	1
United States	Ohio, United States	75
United States	Okaloosa County, Florida, United States	2
United States	Oklahoma, United States	34
United States	Olcott Beach, Niagara County, New York, USA	1
United States	Olean, New York, United States	1
United States	Olmsted Medical Center, Minnesota, United States	1
United States	Omaha, Nebraska, United States	1
United States	Ona, West Virginia, United States	1
United States	Oneida County, New York, United States	1
United States	Onondaga County, New York, United States	2
United States	Onslow County, North Carolina, United States	2
United States	Orange County, California, United States	4
United States	Orange County, Texas, United States	1
United States	Oregon, United States	15
United States	Orlando, Florida, United States	2
United States	Orleans Parish, Louisiana, United States	1
United States	Osborne County, Kansas, United States	1
United States	Osceola County, Florida, United States	1
United States	Oswego County, New York, United States	2
United States	Ottawa County, Michigan, United States	1
United States	Ouachita Parish, Louisiana, United States	2
United States	Owasco Lake, New York, United States	2
United States	Owsley County, Kentucky, United States	1
United States	Ozark, Missouri, United States	1
United States	O’Fallon, Illinois, United States	1
United States	Paducah, Kentucky, United States	1
United States	Pagosa Springs, Colorado, United States	2
United States	Pain Specialists of Idaho, Idaho Falls, Idaho, United States	1
United States	Paint Creek, Texas, United States	1
United States	Palatine, Illinois, United States	1
United States	Palm Bay, Florida, United States	1
United States	Palm Beach County, Florida, United States	1
United States	Palmer Township, Pennsylvania, United States	2
United States	Palmyra, Greene County, Virginia, United States	2
United States	Palo Cedro, California, United States	1
United States	Palo, Iowa, United States	1
United States	Panama City Beach, Florida, United States	1
United States	Paragould, Arkansas, United States	1
United States	Park Ridge, Illinois, United States	1
United States	Parker County, Texas, United States	2
United States	Parker Run, West Virginia, United States	1
United States	Parsons, Missouri, United States	1
United States	Passaic County, New Jersey, United States	2
United States	Pawnee, Illinois, United States	1
United States	Payette County, Idaho, United States	1
United States	Pea Ridge Middle School, Pea Ridge, Arkansas, United States	2
United States	Peabody, Massachusetts, United States	2
United States	Pearl River County, Mississippi, United States	1
United States	Pelham, New Hampshire, United States	1
United States	Pell City, Alabama, United States	1
United States	Pemiscot County, Missouri, United States	1
United States	Pennsylvania State University, Pennsylvania, United States	1
United States	Pennsylvania, United States	40
United States	Peoria County, Illinois, United States	1
United States	Perry County, Kentucky, United States	1
United States	Perry County, Missouri, United States	2
United States	Peru, Maine, United States	1
United States	Petaluma, California, United States	1
United States	Peters Township, Washington County, Pennsylvania, United States	1
United States	Peyton Elementary School, Huntington, West Virginia, United States	2
United States	Philadelphia, Pennsylvania, United States	1
United States	Picayune, Mississippi, United States	1
United States	Pickens County, Georgia, United States	1
United States	Pierce County, Washington, United States	2
United States	Pierces Chapel, TX 75766, USA	1
United States	Pierson Middle-High School, Sag Harbor, New York, United States	1
United States	Pigeon Lake, Minnesota, United States	7
United States	Pike County, Illinois, United States	1
United States	Pike County, Mississippi, United States	1
United States	Pima County, Arizona, United States	1
United States	Pine Grove, Pennsylvania, United States	1
United States	Pineville, West Virginia, United States	1
United States	Piscataway, New Jersey, United States	2
United States	Pittsburg, Illinois, United States	1
United States	Pittsburgh, Pennsylvania, United States	1
United States	Pittsgrove Township, New Jersey, United States	1
United States	Pivik Elementary School, Pittsburgh, Pennsylvania, United States	1
United States	Plainfield, Illinois, United States	1
United States	Plano, Texas, United States	1
United States	Plaquemines Parish, Louisiana, United States	2
United States	Platte County, Missouri, United States	2
United States	Pleasant Point, Virginia, United States	1
United States	Pleasants County, West Virginia, United States	1
United States	Plymouth County, Iowa, United States	1
United States	Plymouth County, Massachusetts, United States	2
United States	Plymouth, Minnesota, United States	1
United States	Polk County, Florida, United States	1
United States	Polk County, Iowa, United States	1
United States	Polk County, Wisconsin, United States	2
United States	Pontotoc County, Oklahoma, United States	1
United States	Pope County, Illinois, United States	2
United States	Poplar Island, Maryland, United States	2
United States	Port Austin, Michigan, United States	1
United States	Port Byron, Illinois, United States	1
United States	Port Saint Joe, Florida, United States	1
United States	Port San Luis, California, United States	1
United States	Port Sulphur, Louisiana, United States	1
United States	Portland, New York, United States	1
United States	Pottawattamie County, Iowa, United States	2
United States	Presque Isle State Park, Pennsylvania, United States	1
United States	Preston County, West Virginia, United States	2
United States	Princeton, Kentucky, United States	1
United States	Princeton, New Jersey, United States	1
United States	Providence, Kentucky, United States	1
United States	Providence, Rhode Island, United States	2
United States	Pueblo County, Colorado, United States	2
United States	Puerto Rico	27
United States	Pulaski County, Illinois, United States	1
United States	Pulaski Heights School, Little Rock, Arkansas, United States	2
United States	Purcellville, Virginia, United States	1
United States	Purple Sage Elementary School, Austin, Texas, United States	1
United States	Putnam County, Indiana, United States	2
United States	Putnam County, West Virginia, United States	1
United States	Putney, Vermont, United States	1
United States	Quincy, Massachusetts, United States	3
United States	Radnor, Pennsylvania, United States	1
United States	Raft River High School, Malta, Idaho, United States	1
United States	Raleigh County, West Virginia, United States	3
United States	Rancho Cucamonga, California, United States	1
United States	Randall County, Texas, United States	1
United States	Randolph County, Alabama, United States	1
United States	Rantoul, Illinois, United States	1
United States	Ravalli County, Montana, United States	2
United States	Reading, Massachusetts, United States	2
United States	Red Cliff Reservation, Wisconsin, United States	1
United States	Redden State Forest, Delaware, United States	2
United States	Redland, Texas, United States	1
United States	Reedsville, Pennsylvania, United States	1
United States	Rensselaer County, New York, United States	2
United States	Rensselaer, New York, United States	1
United States	Reynolds County, Missouri, United States	1
United States	Rhode Island, United States	17
United States	Richmond, Kentucky, United States	1
United States	Rio Arriba County, New Mexico, United States	3
United States	Ripley County, Indiana, United States	1
United States	Riverside County, California, United States	2
United States	Roane County, West Virginia, United States	1
United States	Roanoke, Virginia, United States	3
United States	Robinson, Texas, United States	2
United States	Rochester, Massachusetts, United States	2
United States	Rochester, New York, United States	5
United States	Rock County, Wisconsin, United States	2
United States	Rock Island County, Illinois, United States	3
United States	Rockford, Illinois, United States	1
United States	Rockland County, New York, United States	1
United States	Rockland, New York, United States	1
United States	Rohnert Park, California, United States	1
United States	Roland, Iowa, United States	1
United States	Rome, New York, United States	2
United States	Roosevelt Lake, Arizona, United States	2
United States	Rosehill Elementary School, Lenexa, Kansas, United States	2
United States	Ross Township, Pennsylvania, United States	1
United States	Ross Valley, California, United States	1
United States	Ross, California, United States	2
United States	Rouses Point, New York, United States	1
United States	Royal Palm Beach, Florida, United States	1
United States	Russell County, Kansas, United States	1
United States	Sacramento County, California, United States	1
United States	Sacramento, California, United States	1
United States	Saginaw Correctional Facility, Freeland, Michigan, United States	2
United States	Saint Augustine, Florida, United States	1
United States	Saint Charles, Illinois, United States	1
United States	Saint Cloud, Minnesota, United States	1
United States	Saint John the Baptist Parish, Louisiana, United States	2
United States	Saint Joseph County, Indiana, United States	3
United States	Saint Joseph, Michigan, United States	1
United States	Saint Louis County, Missouri, United States	2
United States	Saint Lucie County, Florida, United States	1
United States	Saint Nazianz, Wisconsin, United States	1
United States	Saint Tammany Parish, Louisiana, United States	2
United States	Salem County, New Jersey, United States	1
United States	Salem, Indiana, United States	1
United States	Salem, Virginia, United States	1
United States	Saline County, Kansas, United States	2
United States	Salt Lake City, Utah, United States	1
United States	Salt Lake County, Utah, United States	1
United States	Salt Rock, West Virginia, United States	2
United States	Saltillo, Mississippi, United States	1
United States	San Angelo, Texas, United States	1
United States	San Antonio, Texas, United States	3
United States	San Bernardino County, California, United States	5
United States	San Carlos, California, United States	1
United States	San Diego County, California, United States	4
United States	San Diego, California, United States	2
United States	San Francisco, California, United States	7
United States	San Jacinto Mountains, California, United States	1
United States	San Luis Obispo County, California, United States	5
United States	San Marcos High School, San Marcos, Texas, United States	1
United States	San Mateo County Jail, Redwood City, California, USA	1
United States	San Mateo County, California, United States	4
United States	San Miguel County, New Mexico, United States	1
United States	San Quentin State Prison, San Quentin, California, United States	1
United States	San Tan Valley, Arizona, United States	1
United States	Sandown, New Hampshire, United States	1
United States	Sandy Hook, Kentucky, United States	1
United States	Sansom Park, Texas, United States	1
United States	Santa Barbara County, California, United States	1
United States	Santa Clarita, California, USA	1
United States	Santa Monica, California, United States	1
United States	Santa Rosa, California, United States	2
United States	Saraland, Alabama, United States	1
United States	Sarasota County, Florida, United States	3
United States	Sarasota, Florida, United States	1
United States	Sauk County, Wisconsin, United States	3
United States	Savannah, Georgia, United States	1
United States	Scarborough, Maine, United States	1
United States	Schriever, Louisiana, United States	1
United States	Schuylkill County, Pennsylvania, United States	1
United States	Scituate, Massachusetts, United States	2
United States	Scott County, Iowa, United States	2
United States	Seattle, Washington, United States	1
United States	Sebastopol, California, United States	1
United States	Sedgwick County, Kansas, United States	2
United States	Sewickley, Pennsylvania, United States	1
United States	Shackleford Banks, North Carolina, United States	2
United States	Shaker Heights, Ohio, United States	1
United States	Shakopee, Minnesota, United States	1
United States	Shasta County, California, United States	4
United States	Shelby, Michigan, United States	2
United States	Sheridan County, Wyoming, United States	1
United States	Sherman Park, Sault Ste. Marie, Michigan, United States	1
United States	Shiawassee County, Michigan, United States	1
United States	Shiawassee National Wildlife Refuge, Michigan, United States	2
United States	Shiloh, Ohio, United States	1
United States	Shinnston, West Virginia, United States	1
United States	Shirley Creek, Texas, United States	1
United States	Shreveport, Louisiana, United States	1
United States	Shrewsbury, Massachusetts, United States	1
United States	Sierra County, New Mexico, United States	1
United States	Siesta Key, Florida, United States	1
United States	Simi Valley, California, United States	2
United States	Simpsonville, South Carolina, United States	1
United States	Sinclairville, New York, United States	1
United States	Sinton, Texas, United States	1
United States	Skippack Township, Pennsylvania, United States	1
United States	Skyline High School, Salt Lake City, Utah, United States	2
United States	Sleeping Bear Dunes National Lakeshore, Michigan, United States	2
United States	Slidell, Louisiana, United States	1
United States	Smith and Bybee Lakes Wildlife Area, Oregon, United States	2
United States	Smithfield, Ohio, United States	1
United States	Smithville, Mississippi, United States	1
United States	Smithville, Missouri, United States	1
United States	Snellville, Georgia, United States	1
United States	Snohomish County, Washington, United States	2
United States	Soldotna, Alaska, United States	1
United States	Somerset County, Pennsylvania, United States	1
United States	Somerset, Texas, United States	1
United States	Somersworth, New Hampshire, United States	4
United States	Sonoma County, California, United States	3
United States	Sonoma, California, United States	1
United States	Souderton, Pennsylvania, United States	1
United States	South Bend, Indiana, United States	1
United States	South Carolina, United States	15
United States	South Dakota, United States	33
United States	South Mansfield, Louisiana, United States	1
United States	South Point, Ohio, United States	2
United States	South Whitehall, Pennsylvania, USA	1
United States	Southborough, Massachusetts, United States	2
United States	Southlake, Texas, United States	1
United States	Spartanburg County, South Carolina, United States	1
United States	Spickard, Missouri, United States	1
United States	Spokane County, Washington, United States	1
United States	Spokane, Washington, United States	1
United States	Spring Mills, Pennsylvania, United States	1
United States	Spring Township, Pennsylvania, USA	2
United States	Springdale, South Carolina, United States	1
United States	St Thomas Hospital, Nashville, Tennessee, United States	5
United States	St. Ignace, Michigan, United States	1
United States	St. Louis, Missouri, United States	3
United States	Stamford, Connecticut, United States	1
United States	Standish, Maine, United States	1
United States	Stanton, Delaware, United States	2
United States	Steinert High School, Trenton, New Jersey, United States	1
United States	Stoddard County, Missouri, United States	1
United States	Stoneham, Massachusetts, United States	1
United States	Storey County, Nevada, United States	1
United States	Stoughton, Massachusetts, United States	1
United States	Stow, Massachusetts, United States	1
United States	Stow, Ohio, United States	1
United States	Strasburg, Pennsylvania, United States	1
United States	Studio City, California, United States	1
United States	Suffolk County, New York, United States	4
United States	Sugar House Park, Utah, United States	1
United States	Sullivan County, Indiana, United States	1
United States	Summit Academy, Lorain, Ohio, United States	1
United States	Summit County, Utah, United States	1
United States	Sumner County, Kansas, United States	1
United States	Sundance, Wyoming, United States	1
United States	Sunnyside High School, Fresno, California, United States	1
United States	Surry County, North Carolina, United States	1
United States	Sutter County, California, United States	1
United States	Sutter Memorial Hospital, Sacramento, California, United States	1
United States	Suwannee County, Florida, United States	1
United States	Swift County, Minnesota, United States	1
United States	Sylvania, Ohio, United States	1
United States	Syracuse University, New York, United States	1
United States	Taft, California, United States	1
United States	Tallevast, Florida, United States	1
United States	Tama, Iowa, United States	1
United States	Tangipahoa Parish, Louisiana, United States	1
United States	Taos County, New Mexico, United States	4
United States	Tarpon Springs, Florida, United States	1
United States	Tarrant County, Texas, United States	5
United States	Taylor County, Texas, United States	1
United States	Taylorsville, Indiana, United States	1
United States	Teaneck, New Jersey, United States	2
United States	Tenkiller Lake, Oklahoma, United States	1
United States	Tennessee, United States	93
United States	Tensas Parish, Louisiana, United States	1
United States	Terre Haute, Indiana, United States	2
United States	Terrebonne Parish, Louisiana, United States	3
United States	Texarkana, Texas, United States	1
United States	Texas, United States	121
United States	The Woodlands, Texas, United States	2
United States	Thorek Memorial Hospital, Chicago, Illinois, United States	2
United States	Tinicum Township, Pennsylvania, United States	1
United States	Tioga County, New York, United States	2
United States	Tippecanoe County, Indiana, United States	2
United States	Tiverton, Rhode Island, United States	4
United States	Todd County, Minnesota, United States	1
United States	Tom Green County, Texas, United States	1
United States	Town of Stillwater, New York, United States	1
United States	Travelers Rest, South Carolina, United States	1
United States	Traverse City, Michigan, United States	1
United States	Travis County, Texas, United States	1
United States	Treasure Island, California, United States	1
United States	Troy, Texas, United States	1
United States	Tucker, Arkansas, United States	3
United States	Tulsa County, Oklahoma, United States	1
United States	Two Harbors, Minnesota, United States	1
United States	Tyler, Texas, United States	2
United States	Ukiah, California, United States	1
United States	Ulster County, New York, United States	2
United States	Umatilla County, Oregon, United States	1
United States	Underhill, Vermont, United States	1
United States	Union County, Illinois, United States	1
United States	Union County, North Carolina, United States	1
United States	Union Township, Michigan, United States	1
United States	United States	835
United States	University of Central Florida, Orlando, Florida, United States	1
United States	University of Minnesota, Minnesota, United States	1
United States	University of Texas Permian Basin, Texas, United States	1
United States	University of Virginia-Charlottesville, Virginia, United States	2
United States	Upper Macungie Township, Pennsylvania, United States	1
United States	Utah, United States	11
United States	Uthoff Valley Elementary School, Missouri, United States	1
United States	Utica, New York, United States	1
United States	Vallejo, California, United States	1
United States	Valley Springs, Arkansas, United States	1
United States	Van Buren County, Michigan, United States	2
United States	Vancouver, Washington, United States	6
United States	Vanderburgh County, Indiana, United States	1
United States	Venetian Isles, Louisiana, United States	2
United States	Venice, California, United States	1
United States	Vermont, United States	11
United States	Vernon, New York, United States	1
United States	Verrado High School, Buckeye, Arizona, United States	1
United States	Vilas County, Wisconsin, United States	1
United States	Village of De Soto, Illinois, United States	1
United States	Village of Goshen, New York, United States	1
United States	Vineland, New Jersey, United States	1
United States	Virginia Beach, Virginia, United States	2
United States	Virginia, United States	66
United States	Visalia, California, United States	1
United States	Voluntown, Connecticut, United States	1
United States	Vía Encantada, Trujillo Alto, Puerto Rico	1
United States	Wakefield, Massachusetts, United States	1
United States	Wales, Massachusetts, United States	1
United States	Walford, Iowa, United States	1
United States	Walker, Louisiana, United States	1
United States	Walla Walla County, Washington, United States	1
United States	Walter Knox Memorial Hospital, Emmett, Idaho, United States	1
United States	Waltham, Massachusetts, United States	1
United States	Walton County, Florida, United States	4
United States	Walworth County, Wisconsin, United States	1
United States	Wamsutter, Wyoming, United States	1
United States	Wareham, Massachusetts, United States	1
United States	Warner Springs, California, United States	1
United States	Warren County, New Jersey, United States	3
United States	Warren County, Ohio, United States	1
United States	Warren, Rhode Island, United States	1
United States	Washington County, Indiana, United States	1
United States	Washington County, Minnesota, United States	1
United States	Washington Island, Wisconsin, United States	1
United States	Washington State University, Washington, United States	1
United States	Washington State, United States	25
United States	Washington, DC, United States	7
United States	Washoe County, Nevada, United States	4
United States	Washtenaw County, Michigan, United States	6
United States	Watauga County, North Carolina, United States	1
United States	Waterproof, Louisiana, United States	1
United States	Watkins Mill State Park, Missouri, USA	1
United States	Waukesha County, Wisconsin, United States	3
United States	Wayland, Massachusetts, United States	1
United States	Wayne County, Michigan, United States	3
United States	Wayne County, North Carolina, United States	2
United States	Wayne Township, New Jersey, United States	1
United States	Wayne, New Jersey, United States	1
United States	Webster County, Missouri, United States	1
United States	Wells County, Indiana, United States	1
United States	Wellsburg, West Virginia, United States	1
United States	West Babylon, New York, United States	1
United States	West Baton Rouge Parish, Louisiana, United States	1
United States	West Chester, Iowa, United States	1
United States	West Columbia, South Carolina, United States	2
United States	West Hamlin, West Virginia, United States	1
United States	West Lafayette, Indiana, United States	1
United States	West Nottingham Township, Pennsylvania, United States	1
United States	West Nyack, New York, United States	2
United States	West Palm Beach, Florida, United States	1
United States	West Springfield, Virginia, United States	1
United States	West Township, Missouri, United States	1
United States	West Union, West Virginia, United States	1
United States	West Virginia, United States	14
United States	Westborough, Massachusetts, United States	3
United States	Westchester County, New York, United States	2
United States	Westfield, Massachusetts, United States	1
United States	Westlake, Ohio, United States	1
United States	Westmont Hilltop High School, Westmont, Pennsylvania, United States	1
United States	Weston, Connecticut, United States	1
United States	Wheeling, West Virginia, United States	1
United States	White Beach, Manchester, Massachusetts, United States	1
United States	Whitefish, Montana, United States	1
United States	Whitehall, Pennsylvania, United States	1
United States	Whiting, Vermont, United States	1
United States	Whitman, Massachusetts, United States	1
United States	Wichita County, Kansas, United States	1
United States	Wichita County, Texas, United States	1
United States	Wichita Falls, Texas, United States	1
United States	Wilkes County, North Carolina, United States	1
United States	Will County, Illinois, United States	2
United States	Willacy County, Texas, United States	1
United States	Willamette River, Clackamas Oregon, United States	1
United States	Williamson County, Tennessee, United States	1
United States	Williamstown, West Virginia, United States	1
United States	Willmar, Minnesota, United States	2
United States	Wills Park, Alpharetta, Georgia, United States	1
United States	Wilmington, Massachusetts, United States	1
United States	Wilmington, North Carolina, United States	1
United States	Wilson County, Tennessee, United States	1
United States	Wilson, New York, United States	1
United States	Windham, New Hampshire, United States	1
United States	Wisconsin, United States	30
United States	Wood County, Texas, United States	1
United States	Wood County, Wisconsin, United States	1
United States	Woodburn, Indiana, United States	1
United States	Woodford County, Illinois, United States	1
United States	Woodland, California, United States	1
United States	Worcester County, Massachusetts, United States	1
United States	Wright State University, Ohio, United States	2
United States	Wyoming, United States	5
United States	Wythe County Dog Shelter, Wytheville, Virginia, United States	1
United States	Yadkin County, North Carolina, United States	1
United States	Yakima County, Washington, United States	2
United States	Yale Junior High School, Yale, Michigan, United States	1
United States	Yale, Michigan, United States	1
United States	Yavapai County Jail,  Camp Verde, Arizona, United States	1
United States	Yellowjacket Lake, Oregon, United States	1
United States	Yellowstone County, Montana, United States	1
United States	Yoder, Wyoming, United States	2
United States	Yonkers, New York, United States	1
United States	York County, Maine, United States	1
United States	York County, Pennsylvania, United States	2
United States	York County, South Carolina, United States	1
United States	Yosemite National Park, California, United States	54
United States	Yosemite Valley, California, United States	1
United States	Yuma, Arizona, United States	2
Uruguay	Soriano, Uruguay	1
Uruguay	Uruguay	5
Uzbekistan	Uzbekistan	2
Venezuela	Barcelona, Anzoátegui, Venezuela	1
Venezuela	Canoabo, Venezuela	1
Venezuela	Caripito, Venezuela	6
Venezuela	Caroní, Bolívar, Venezuela	1
Venezuela	Carrizal, Venezuela	1
